Name,Variant,Procedure,Appropriateness Category,Relative Radiation Level,Comment
Radiologic Management of Biliary Obstruction,"Initial therapeutic procedure for a patient with hilar biliary obstruction from malignant etiology (eg, Klatskin tumor).",Percutaneous internal/external biliary catheter,Usually Appropriate,,
Radiologic Management of Biliary Obstruction,"Initial therapeutic procedure for a patient with hilar biliary obstruction from malignant etiology (eg, Klatskin tumor).",Surgery,May Be Appropriate,,
Radiologic Management of Biliary Obstruction,"Initial therapeutic procedure for a patient with hilar biliary obstruction from malignant etiology (eg, Klatskin tumor).",Medical management only,Usually Not Appropriate,,
Radiologic Management of Biliary Obstruction,"Initial therapeutic procedure for a patient with hilar biliary obstruction from malignant etiology (eg, Klatskin tumor).",Permanent biliary metallic stent,May Be Appropriate,,
Radiologic Management of Biliary Obstruction,"Initial therapeutic procedure for a patient with hilar biliary obstruction from malignant etiology (eg, Klatskin tumor).",Removable biliary covered stent,May Be Appropriate,,
Radiologic Management of Biliary Obstruction,"Initial therapeutic procedure for a patient with hilar biliary obstruction from malignant etiology (eg, Klatskin tumor).",Endoscopic US-guided biliary drainage (EUS-BD),Usually Not Appropriate,,
Radiologic Management of Biliary Obstruction,Initial therapeutic procedure for a patient with dilated bile ducts and coagulopathy (INR >2.0 or platelet count <60 K).,Endoscopic internal biliary catheter (removable plastic stent),Usually Appropriate,,
Radiologic Management of Biliary Obstruction,Initial therapeutic procedure for a patient with dilated bile ducts and coagulopathy (INR >2.0 or platelet count <60 K).,Percutaneous internal/external biliary catheter,May Be Appropriate,,
Radiologic Management of Biliary Obstruction,Initial therapeutic procedure for a patient with dilated bile ducts and coagulopathy (INR >2.0 or platelet count <60 K).,Surgery,Usually Not Appropriate,,
Radiologic Management of Biliary Obstruction,Initial therapeutic procedure for a patient with dilated bile ducts and coagulopathy (INR >2.0 or platelet count <60 K).,Medical management only,May Be Appropriate,,
Radiologic Management of Biliary Obstruction,Initial therapeutic procedure for a patient with dilated bile ducts and coagulopathy (INR >2.0 or platelet count <60 K).,Permanent biliary metallic stent,Usually Not Appropriate,,
Radiologic Management of Biliary Obstruction,Initial therapeutic procedure for a patient with dilated bile ducts and coagulopathy (INR >2.0 or platelet count <60 K).,Removable biliary covered stent,Usually Not Appropriate,,
Radiologic Management of Biliary Obstruction,Initial therapeutic procedure for a patient with dilated bile ducts and coagulopathy (INR >2.0 or platelet count <60 K).,Endoscopic US-guided biliary drainage (EUS-BD),Usually Not Appropriate,,
Radiologic Management of Biliary Obstruction,Initial therapeutic procedure for a patient with dilated bile ducts and moderate to massive ascites.,Endoscopic internal biliary catheter (removable plastic stent),Usually Appropriate,,
Radiologic Management of Biliary Obstruction,Initial therapeutic procedure for a patient with dilated bile ducts and moderate to massive ascites.,Percutaneous internal/external biliary catheter,May Be Appropriate,,
Radiologic Management of Biliary Obstruction,Initial therapeutic procedure for a patient with dilated bile ducts and moderate to massive ascites.,Surgery,Usually Not Appropriate,,
Radiologic Management of Biliary Obstruction,Initial therapeutic procedure for a patient with dilated bile ducts and moderate to massive ascites.,Medical management only,May Be Appropriate,,
Radiologic Management of Biliary Obstruction,Initial therapeutic procedure for a patient with dilated bile ducts and moderate to massive ascites.,Permanent biliary metallic stent,Usually Not Appropriate,,
Radiologic Management of Biliary Obstruction,Initial therapeutic procedure for a patient with dilated bile ducts and moderate to massive ascites.,Removable biliary covered stent,May Be Appropriate,,
Radiologic Management of Biliary Obstruction,Initial therapeutic procedure for a patient with dilated bile ducts and moderate to massive ascites.,Endoscopic US-guided biliary drainage (EUS-BD),Usually Not Appropriate,,
Radiologic Management of Gastric Varices,"Cirrhotic patient with active bleeding from large high-flow gastric varices, significant portal hypertension, and a MELD score of 14. CT demonstrates a large gastrorenal shunt.",BRTO,Usually Appropriate,,
Radiologic Management of Gastric Varices,"Cirrhotic patient with active bleeding from large high-flow gastric varices, significant portal hypertension, and a MELD score of 14. CT demonstrates a large gastrorenal shunt.",Endoscopic management,Usually Appropriate,,
Radiologic Management of Gastric Varices,"Cirrhotic patient with active bleeding from large high-flow gastric varices, significant portal hypertension, and a MELD score of 14. CT demonstrates a large gastrorenal shunt.",Partial splenic embolization,May Be Appropriate,,
Radiologic Management of Gastric Varices,"Cirrhotic patient with active bleeding from large high-flow gastric varices, significant portal hypertension, and a MELD score of 14. CT demonstrates a large gastrorenal shunt.",Surgical management,May Be Appropriate,,
Radiologic Management of Gastric Varices,"Cirrhotic patient with active bleeding from large high-flow gastric varices, significant portal hypertension, and a MELD score of 14. CT demonstrates a large gastrorenal shunt.",TIPS,Usually Appropriate,,
Radiologic Management of Gastric Varices,Cirrhotic patient with bleeding from large high-flow gastric varices with a MELD score of 20. CT demonstrates a large gastrorenal shunt.,BRTO,Usually Appropriate,,
Radiologic Management of Gastric Varices,Cirrhotic patient with bleeding from large high-flow gastric varices with a MELD score of 20. CT demonstrates a large gastrorenal shunt.,Endoscopic management,Usually Appropriate,,
Radiologic Management of Gastric Varices,Cirrhotic patient with bleeding from large high-flow gastric varices with a MELD score of 20. CT demonstrates a large gastrorenal shunt.,Partial splenic embolization,May Be Appropriate,,
Radiologic Management of Gastric Varices,Cirrhotic patient with bleeding from large high-flow gastric varices with a MELD score of 20. CT demonstrates a large gastrorenal shunt.,Surgical management,May Be Appropriate,,
Radiologic Management of Gastric Varices,Cirrhotic patient with bleeding from large high-flow gastric varices with a MELD score of 20. CT demonstrates a large gastrorenal shunt.,TIPS,May Be Appropriate,,
Radiologic Management of Gastric Varices,"Cirrhotic patient bleeding from small, low-flow gastric varices and moderate ascites with a MELD score of 18. MRI does not demonstrate a gastrorenal shunt.",BRTO,Usually Not Appropriate,,
Radiologic Management of Gastric Varices,"Cirrhotic patient bleeding from small, low-flow gastric varices and moderate ascites with a MELD score of 18. MRI does not demonstrate a gastrorenal shunt.",Endoscopic management,Usually Appropriate,,
Radiologic Management of Gastric Varices,"Cirrhotic patient bleeding from small, low-flow gastric varices and moderate ascites with a MELD score of 18. MRI does not demonstrate a gastrorenal shunt.",Partial splenic embolization,May Be Appropriate,,
Radiologic Management of Gastric Varices,"Cirrhotic patient bleeding from small, low-flow gastric varices and moderate ascites with a MELD score of 18. MRI does not demonstrate a gastrorenal shunt.",Surgical management,May Be Appropriate,,
Radiologic Management of Gastric Varices,"Cirrhotic patient bleeding from small, low-flow gastric varices and moderate ascites with a MELD score of 18. MRI does not demonstrate a gastrorenal shunt.",TIPS,Usually Appropriate,,
Radiologic Management of Gastric Varices,"Cirrhotic patient bleeding from large, high-flow gastric varices with hepatic encephalopathy and a MELD score of 18. MRI demonstrates a large gastrorenal shunt.",BRTO,Usually Appropriate,,
Radiologic Management of Gastric Varices,"Cirrhotic patient bleeding from large, high-flow gastric varices with hepatic encephalopathy and a MELD score of 18. MRI demonstrates a large gastrorenal shunt.",Endoscopic management,Usually Appropriate,,
Radiologic Management of Gastric Varices,"Cirrhotic patient bleeding from large, high-flow gastric varices with hepatic encephalopathy and a MELD score of 18. MRI demonstrates a large gastrorenal shunt.",Partial splenic embolization,May Be Appropriate,,
Radiologic Management of Gastric Varices,"Cirrhotic patient bleeding from large, high-flow gastric varices with hepatic encephalopathy and a MELD score of 18. MRI demonstrates a large gastrorenal shunt.",Surgical management,May Be Appropriate,,
Radiologic Management of Gastric Varices,"Cirrhotic patient bleeding from large, high-flow gastric varices with hepatic encephalopathy and a MELD score of 18. MRI demonstrates a large gastrorenal shunt.",TIPS,May Be Appropriate,,
Radiologic Management of Gastric Varices,Cirrhotic patient bleeding from esophageal varices and gastric varices not amenable to endoscopic management with a MELD score of 13 and a hepatic wedge pressure of 22 mmHg. CT demonstrates a small gastrorenal shunt.,BRTO,Usually Not Appropriate,,
Radiologic Management of Gastric Varices,Cirrhotic patient bleeding from esophageal varices and gastric varices not amenable to endoscopic management with a MELD score of 13 and a hepatic wedge pressure of 22 mmHg. CT demonstrates a small gastrorenal shunt.,Partial splenic embolization,May Be Appropriate,,
Radiologic Management of Gastric Varices,Cirrhotic patient bleeding from esophageal varices and gastric varices not amenable to endoscopic management with a MELD score of 13 and a hepatic wedge pressure of 22 mmHg. CT demonstrates a small gastrorenal shunt.,Surgical management,May Be Appropriate,,
Radiologic Management of Gastric Varices,Cirrhotic patient bleeding from esophageal varices and gastric varices not amenable to endoscopic management with a MELD score of 13 and a hepatic wedge pressure of 22 mmHg. CT demonstrates a small gastrorenal shunt.,TIPS,Usually Appropriate,,
